,Datetime,Open,High,Low,Close,Adj Close,Volume,sma_7,sma_9,disperative
0,2024-01-25 09:30:00,21438.5,21441.599609375,21355.75,21373.650390625,21373.650390625,0,,,
1,2024-01-25 10:00:00,21373.849609375,21387.900390625,21288.30078125,21316.599609375,21316.599609375,0,,,
2,2024-01-25 10:30:00,21317.44921875,21331.25,21255.0,21258.099609375,21258.099609375,0,,,
3,2024-01-25 11:00:00,21258.400390625,21321.849609375,21248.150390625,21297.69921875,21297.69921875,0,,,
4,2024-01-25 11:30:00,21298.400390625,21376.599609375,21279.75,21303.400390625,21303.400390625,0,,,
5,2024-01-25 12:00:00,21303.599609375,21314.349609375,21267.44921875,21288.44921875,21288.44921875,0,,,
6,2024-01-25 12:30:00,21289.150390625,21305.5,21257.69921875,21258.150390625,21258.150390625,0,,,
7,2024-01-25 13:00:00,21260.900390625,21298.69921875,21254.0,21266.69921875,21266.69921875,0,,,
8,2024-01-25 13:30:00,21267.599609375,21312.099609375,21257.80078125,21297.05078125,21297.05078125,0,,,
9,2024-01-25 14:00:00,21295.94921875,21310.25,21262.099609375,21274.849609375,21274.849609375,0,,,
10,2024-01-25 14:30:00,21277.349609375,21293.69921875,21249.44921875,21265.849609375,21265.849609375,0,,,
11,2024-01-25 15:00:00,21266.400390625,21401.75,21266.400390625,21370.75,21370.75,0,,,
12,2024-01-29 09:30:00,21546.30078125,21582.5,21525.650390625,21580.599609375,21580.599609375,0,,,
13,2024-01-29 10:00:00,21581.099609375,21602.75,21555.849609375,21583.69921875,21583.69921875,0,,,1.150262238105136
14,2024-01-29 10:30:00,21582.19921875,21631.44921875,21570.25,21628.150390625,21628.150390625,0,,,1.2723027517168009
15,2024-01-29 11:00:00,21628.400390625,21642.75,21587.099609375,21633.19921875,21633.19921875,0,,,1.1887950434507732
16,2024-01-29 11:30:00,21633.650390625,21660.5,21613.05078125,21654.349609375,21654.349609375,0,,,1.1538086843465984
17,2024-01-29 12:00:00,21653.5,21673.94921875,21649.849609375,21657.599609375,21657.599609375,0,,,1.0476465889770188
18,2024-01-29 12:30:00,21658.599609375,21704.599609375,21658.44921875,21701.099609375,21701.099609375,0,,,1.1165855349094598
19,2024-01-29 13:00:00,21701.30078125,21714.05078125,21672.849609375,21681.650390625,21681.650390625,0,1.1176180623467522,,0.8939255949214778
20,2024-01-29 13:30:00,21681.650390625,21733.849609375,21673.599609375,21728.30078125,21728.30078125,0,1.0894731583855537,,0.9532479103767467
21,2024-01-29 14:00:00,21729.69921875,21745.05078125,21708.099609375,21714.80078125,21714.80078125,0,1.0135316545341175,1.0574762857289732,0.7407122247567481
22,2024-01-29 14:30:00,21714.44921875,21745.19921875,21687.150390625,21702.099609375,21702.099609375,0,0.9218224574460836,0.9904283330322401,0.5468306638345362
23,2024-01-29 15:00:00,21701.0,21762.80078125,21696.650390625,21744.80078125,21744.80078125,0,0.8410255766172806,0.9144203071242596,0.5882305185449773
24,2024-01-30 09:30:00,21704.5,21765.099609375,21689.849609375,21741.05078125,21741.05078125,0,0.750393168920632,0.8282452728631157,0.4132197351004785
25,2024-01-30 10:00:00,21741.55078125,21772.94921875,21723.55078125,21735.150390625,21735.150390625,0,0.6288000076012227,0.7295369085661153,0.26543340567359386
26,2024-01-30 10:30:00,21734.5,21744.599609375,21683.05078125,21705.44921875,21705.44921875,0,0.5135600593287527,0.6228257272369118,0.08724595701418775
27,2024-01-30 11:00:00,21705.30078125,21715.30078125,21656.19921875,21698.150390625,21698.150390625,0,0.379651403950544,0.5005259258835593,0.015887322729286252
28,2024-01-30 11:30:00,21698.44921875,21733.650390625,21692.349609375,21731.25,21731.25,0,0.29304490341553463,0.4161416065602486,0.13446672101168286
29,2024-01-30 12:00:00,21731.400390625,21731.44921875,21693.19921875,21710.55078125,21710.55078125,0,0.2168727112923814,0.31173909640421704,0.013625318972463175
30,2024-01-30 12:30:00,21711.05078125,21711.5,21668.05078125,21699.599609375,21699.599609375,0,0.1254533490194098,0.22369273616837582,-0.051705017365823905
31,2024-01-30 13:00:00,21699.5,21701.650390625,21643.599609375,21690.349609375,21690.349609375,0,0.05141139922797383,0.1512588942490303,-0.10507391343957317
32,2024-01-30 13:30:00,21690.05078125,21696.650390625,21655.0,21658.900390625,21658.900390625,0,-0.020231094799752786,0.0596706085750892,-0.23606405252049245
33,2024-01-30 14:00:00,21658.44921875,21671.05078125,21615.900390625,21616.599609375,21616.599609375,0,-0.09120804477457208,-0.031752994526024765,-0.40959269280954724
34,2024-01-30 14:30:00,21615.849609375,21617.150390625,21540.94921875,21548.05078125,21548.05078125,0,-0.18868971866705517,-0.13529941676954582,-0.6664843945180956
35,2024-01-30 15:00:00,21547.900390625,21568.099609375,21502.30078125,21530.55078125,21530.55078125,0,-0.30602848401565763,-0.22131614937429267,-0.6869046364285342
36,2024-01-31 09:30:00,21522.0,21588.25,21489.94921875,21556.05078125,21556.05078125,0,-0.38246255688333747,-0.28101620646657954,-0.5214131911012956
37,2024-01-31 10:00:00,21555.849609375,21619.80078125,21531.19921875,21592.80078125,21592.80078125,0,-0.4181994384392637,-0.32949730749646744,-0.30186318825730785
38,2024-01-31 10:30:00,21592.849609375,21650.55078125,21592.849609375,21649.349609375,21649.349609375,0,-0.40469266420922373,-0.3321808422522181,-0.01052649382929319
39,2024-01-31 11:00:00,21649.349609375,21673.25,21639.599609375,21665.0,21665.0,0,-0.3588380190500668,-0.3170004554789481,0.08491846359360623
40,2024-01-31 11:30:00,21666.5,21724.400390625,21666.5,21716.80078125,21716.80078125,0,-0.2545443942584967,-0.2697186116821685,0.32046268073144324
41,2024-01-31 12:00:00,21717.25,21738.80078125,21660.349609375,21677.44921875,21677.44921875,0,-0.13854387423480868,-0.227320467441256,0.14551924564772037
42,2024-01-31 12:30:00,21677.349609375,21692.650390625,21651.55078125,21667.400390625,21667.400390625,0,-0.02324457732258264,-0.16845567468941203,0.1201904419570483
43,2024-01-31 13:00:00,21666.75,21702.19921875,21666.75,21699.0,21699.0,0,0.08981842587836018,-0.06439876070903428,0.27002783130530417
44,2024-01-31 13:30:00,21698.349609375,21711.30078125,21657.349609375,21685.849609375,21685.849609375,0,0.16348583154432667,0.03568049349463149,0.21380865140445768
45,2024-01-31 14:00:00,21684.69921875,21699.099609375,21660.849609375,21674.55078125,21674.55078125,0,0.1888208403118871,0.11215068889962315,0.16681856754362945
46,2024-01-31 14:30:00,21675.94921875,21705.30078125,21666.94921875,21685.05078125,21685.05078125,0,0.20621723138090145,0.16865695438118034,0.20669320107670688
47,2024-01-31 15:00:00,21686.19921875,21739.349609375,21686.0,21708.30078125,21708.30078125,0,0.20097651659040539,0.20135741782865413,0.28377767719797076
48,2024-02-01 09:30:00,21716.55078125,21761.400390625,21697.150390625,21756.900390625,21756.900390625,0,0.24291256972729683,0.24070776827447127,0.43907161760596064
49,2024-02-01 10:00:00,21757.400390625,21797.099609375,21724.25,21793.25,21793.25,0,0.30000006498728204,0.26285668250174926,0.5198029087769449
50,2024-02-01 10:30:00,21791.599609375,21802.75,21770.900390625,21797.099609375,21797.099609375,0,0.3268217550139196,0.2975522842621988,0.45777966149176674
51,2024-02-01 11:00:00,21796.900390625,21832.69921875,21668.900390625,21748.25,21748.25,0,0.3221886317047109,0.30435076718252646,0.18137678823999703
52,2024-02-01 11:30:00,21747.150390625,21772.30078125,21701.099609375,21729.19921875,21729.19921875,0,0.3079760514915805,0.2818288421543501,0.0673305060517171
53,2024-02-01 12:00:00,21732.55078125,21765.5,21659.80078125,21716.69921875,21716.69921875,0,0.2774142558901138,0.25726795109457035,-0.007239368133560497
54,2024-02-01 12:30:00,21717.599609375,21766.05078125,21697.5,21740.75,21740.75,0,0.2505340682617332,0.2493565951229789,0.09561636379930655
55,2024-02-01 13:00:00,21740.849609375,21747.0,21690.650390625,21709.5,21709.5,0,0.17941034804806402,0.21985797012670882,-0.05879442388972364
56,2024-02-01 13:30:00,21708.599609375,21721.099609375,21678.349609375,21709.849609375,21709.849609375,0,0.09499086552662651,0.18042339834103233,-0.07113346887311768
57,2024-02-01 14:00:00,21709.849609375,21737.0,21700.599609375,21726.0,21726.0,0,0.028783633744757602,0.13100755627577942,-0.005670960981315638
58,2024-02-01 14:30:00,21724.349609375,21730.900390625,21695.55078125,21722.05078125,21722.05078125,0,-0.0022336568728456773,0.06928009462464933,-0.03574424608322594
59,2024-02-01 15:00:00,21720.900390625,21721.400390625,21674.30078125,21690.30078125,21690.30078125,0,-0.03857006804505707,-0.0023647980026317017,-0.1870243721537626
60,2024-02-02 09:30:00,21941.150390625,21961.599609375,21910.849609375,21924.69921875,21924.69921875,0,0.07849321347229934,0.06772707024713913,0.8122036024879344
61,2024-02-02 10:00:00,21925.150390625,21945.55078125,21917.849609375,21938.69921875,21938.69921875,0,0.17916234756201588,0.14916815873331749,0.8003003024273224
62,2024-02-02 10:30:00,21938.849609375,21946.099609375,21915.94921875,21939.0,21939.0,0,0.29348672491449607,0.23235877936789506,0.7414762175776375
63,2024-02-02 11:00:00,21939.19921875,22047.75,21935.0,22042.75,22042.75,0,0.4658089140758835,0.3478593895298159,1.1351218552565943
64,2024-02-02 11:30:00,22044.099609375,22125.849609375,22043.5,22080.55078125,22080.55078125,0,0.640124050128898,0.48934043567198365,1.2145349913897863
65,2024-02-02 12:00:00,22081.55078125,22094.150390625,21937.099609375,21937.099609375,21937.099609375,0,0.7159208497234898,0.5522256378888764,0.4948333510789165
66,2024-02-02 12:30:00,21939.599609375,21955.400390625,21841.900390625,21889.349609375,21889.349609375,0,0.7745768033018868,0.5776965560973577,0.22356730289501683
67,2024-02-02 13:00:00,21888.05078125,21904.349609375,21805.94921875,21847.150390625,21847.150390625,0,0.6567896820133637,0.5803007782697464,-0.012306246531727441
68,2024-02-02 13:30:00,21845.900390625,21875.55078125,21812.400390625,21873.0,21873.0,0,0.5514237741183242,0.6080522581937252,0.06273894716204532
69,2024-02-02 14:00:00,21872.599609375,21902.900390625,21862.099609375,21872.55078125,21872.55078125,0,0.4465558303053131,0.5186297035713502,0.007400610886559968
70,2024-02-02 14:30:00,21873.25,21906.94921875,21826.400390625,21851.349609375,21851.349609375,0,0.2650117040181772,0.4146311112179414,-0.13568702875335703
71,2024-02-02 15:00:00,21851.900390625,21885.400390625,21837.849609375,21855.44921875,21855.44921875,0,0.06877222711327916,0.31456249293770383,-0.15914134694450008
72,2024-02-05 09:30:00,21902.5,21963.400390625,21858.94921875,21947.900390625,21947.900390625,0,0.025133547745776707,0.20947813074323773,0.1893625955063994
73,2024-02-05 10:00:00,21947.05078125,21963.099609375,21852.0,21889.400390625,21889.400390625,0,-0.027163037969450687,0.05869548757641983,-0.14250879711157494
74,2024-02-05 10:30:00,21889.400390625,21919.849609375,21863.650390625,21909.94921875,21909.94921875,0,-0.03168538719264426,-0.0011707393316911568,-0.043962691094082434
75,2024-02-05 11:00:00,21909.150390625,21934.0,21896.69921875,21917.150390625,21917.150390625,0,-0.041232130500774115,-0.026465801430566767,-0.0040882559948636505
76,2024-02-05 11:30:00,21917.849609375,21943.349609375,21912.599609375,21931.30078125,21931.30078125,0,-0.03329180735467737,-0.018100343714904037,0.06298287290923711
77,2024-02-05 12:00:00,21930.150390625,21940.400390625,21897.69921875,21905.44921875,21905.44921875,0,-0.015368682322038776,-0.026207466013452054,-0.010225153524886824
78,2024-02-05 12:30:00,21905.80078125,21941.0,21898.69921875,21931.55078125,21931.55078125,0,0.029876545212927895,-0.00952139546748465,0.1575752458002666
79,2024-02-05 13:00:00,21931.650390625,21952.5,21902.80078125,21906.099609375,21906.099609375,0,0.010176407998050255,0.011272900505361234,0.05146163500225593
80,2024-02-05 13:30:00,21906.30078125,21941.650390625,21906.30078125,21941.650390625,21941.650390625,0,0.058640004687907914,0.050814870134464424,0.19673637971742863
81,2024-02-05 14:00:00,21940.80078125,21944.19921875,21871.69921875,21889.30078125,21889.30078125,0,0.056911898076504146,0.023545755369985738,-0.0560594373739088
82,2024-02-05 14:30:00,21889.05078125,21898.099609375,21730.150390625,21736.099609375,21736.099609375,0,-0.044107975580781576,-0.039645197350490796,-0.7112273715958637
83,2024-02-05 15:00:00,21731.349609375,21815.94921875,21727.5,21761.30078125,21761.30078125,0,-0.1331076787851182,-0.09698434828682821,-0.5600150495211192
84,2024-02-06 09:30:00,21792.900390625,21869.650390625,21789.599609375,21857.5,21857.5,0,-0.14913696141207766,-0.1101334456111326,-0.12243013191360314
85,2024-02-06 10:00:00,21857.05078125,21876.849609375,21811.55078125,21812.599609375,21812.599609375,0,-0.21645628211938495,-0.15198265361781277,-0.3136599991508844
86,2024-02-06 10:30:00,21811.150390625,21847.099609375,21776.0,21845.599609375,21845.599609375,0,-0.24230712224467585,-0.16523477499002318,-0.1294942458747805
87,2024-02-06 11:00:00,21846.25,21861.900390625,21834.599609375,21844.80078125,21844.80078125,0,-0.28735512367725763,-0.1959208723356799,-0.11859963031064377
88,2024-02-06 11:30:00,21845.150390625,21899.44921875,21843.349609375,21898.25,21898.25,0,-0.26083047485534483,-0.18723737573821042,0.12961310437948093
89,2024-02-06 12:00:00,21898.25,21904.599609375,21872.94921875,21877.75,21877.75,0,-0.15226203805406585,-0.20368011948313705,0.04875168601308911
90,2024-02-06 12:30:00,21878.599609375,21916.55078125,21868.69921875,21876.099609375,21876.099609375,0,-0.06379611814365073,-0.19086836090250422,0.05924638985178665
91,2024-02-06 13:00:00,21876.849609375,21919.650390625,21876.05078125,21915.55078125,21915.55078125,0,-0.012536910112650648,-0.08557817246925298,0.23638432430339745
92,2024-02-06 13:30:00,21915.80078125,21931.5,21877.599609375,21917.400390625,21917.400390625,0,0.06791143374485566,0.004365545016611344,0.24947840785165976
93,2024-02-06 14:00:00,21918.75,21935.400390625,21900.849609375,21911.599609375,21911.599609375,0,0.11800274500839052,0.042540552225896526,0.22114493296996351
94,2024-02-06 14:30:00,21912.0,21950.75,21897.05078125,21912.650390625,21912.650390625,0,0.16858095937488374,0.10355253771541799,0.23544787025480876
95,2024-02-06 15:00:00,21914.19921875,21947.55078125,21914.19921875,21938.80078125,21938.80078125,0,0.19847048823394323,0.15558965463404886,0.33883980639289735
96,2024-02-07 09:30:00,21989.849609375,22020.80078125,21964.25,22008.849609375,22008.849609375,0,0.2728778195326377,0.23205661412455936,0.5696030051039503
97,2024-02-07 10:00:00,22009.5,22021.05078125,21966.900390625,21997.349609375,21997.349609375,0,0.3272240707719222,0.26650739680759233,0.43967014852677827
98,2024-02-07 10:30:00,21997.75,22005.55078125,21943.44921875,21971.75,21971.75,0,0.3342283830811309,0.29280326619145564,0.28541451046785876
99,2024-02-07 11:00:00,21972.69921875,21975.80078125,21926.25,21932.400390625,21932.400390625,0,0.308121172861426,0.29363454913167103,0.06672793631372509
100,2024-02-07 11:30:00,21932.25,21932.75,21860.849609375,21875.0,21875.0,0,0.2472828227345143,0.2446225666625804,-0.20472351791841853
101,2024-02-07 12:00:00,21875.099609375,21908.650390625,21869.0,21905.0,21905.0,0,0.20115299654911037,0.2071848643409494,-0.08746091304301863
102,2024-02-07 12:30:00,21904.900390625,21927.19921875,21881.099609375,21901.349609375,21901.349609375,0,0.13773020002467623,0.17093323075782663,-0.10511976927814165
103,2024-02-07 13:00:00,21901.150390625,21918.80078125,21891.150390625,21894.0,21894.0,0,0.035797080259096434,0.12878026370116918,-0.14392883325510827
104,2024-02-07 13:30:00,21893.55078125,21948.599609375,21889.30078125,21937.44921875,21937.44921875,0,-0.022120799785167733,0.09493639501495049,0.034244988216929124
